"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"Low-affinity cation transporter 1","OsLCT1","Resistance or Tolerance","Other soil stress tolerance","6","23443778","23448985","LOC_Os06g38120","-","Knockdown","Cadmium transport to grain.","10.1073/pnas.1116531109"
"Histone deacetylases 702","HDA702","Morphological trait","Dwarf","6","23671362","23677224","Os06g0583400","-","Knockdown","Elongated uppermost internode. Fertility.","10.1016/j.bbrc.2009.07.162"
"Histone deacetylases 702","HDA702","Physiological trait","Sterility","6","23671362","23677224","Os06g0583400","-","Knockdown","Elongated uppermost internode. Fertility.","10.1016/j.bbrc.2009.07.162"
"Arabinoxylan feruloyl transferase","AFT","Others","Others","6","24256206","24257331","Os06g0594600","-","Knockdown","Ester-linked ferulate content in cell walls.","10.1007/s00425-009-1077-1"
"Arabinoxylan feruloyl transferase","AFT","Others","Others","6","24315803","24317548","Os06g0595800","-","Knockdown","Ester-linked ferulate content in cell walls.","10.1007/s00425-009-1077-1"
"pinhead 1","OsPNH1","Morphological trait","Culm leaf","6","24423864","24424120","Os06g0597400","-","Knockdown","Maintainance of shoot apical meristem. Leaf development.","10.1046/j.1365-313X.2002.01279.x"
"pinhead 1","OsPNH1","Morphological trait","Shoot seedling","6","24423864","24424120","Os06g0597400","-","Knockdown","Maintainance of shoot apical meristem. Leaf development.","10.1046/j.1365-313X.2002.01279.x"
"Phospholipases D α4","OsPLDα4","Resistance or Tolerance","Insect resistance","6","24785921","24790804","Os06g0604200","-","Knockdown","Resistance to rice striped stem borer and rice brown planthopper.","10.1104/pp.111.183749"
"Phospholipases D α5","OsPLDα5","Resistance or Tolerance","Insect resistance","6","24798943","24801922","Os06g0604300","-","Knockdown","Resistance to rice striped stem borer and rice brown planthopper.","10.1104/pp.111.183749"
"leaf and tiller angle increased controller","OsLIC","Morphological trait","Culm leaf","6","30615882","30619501","Os06g0704300","-","Knockdown","Dwarfism. Leaf angle. Tillering.","10.1371/journal.pone.0003521"
"leaf and tiller angle increased controller","OsLIC","Morphological trait","Dwarf","6","30615882","30619501","Os06g0704300","-","Knockdown","Dwarfism. Leaf angle. Tillering.","10.1371/journal.pone.0003521"
"ETHYLENE INSENSITIVE2","OsEIN2","Resistance or Tolerance","Other disease resistance","7","3016580","3023063","Os07g0155600","-","Knockdown","ABA inducible resistance to brown spot pathogen Cochliobolus miyabeanus.","10.1104/pp.109.152702"
"Histone deacetylases 704","HDA704","Morphological trait","Culm leaf","7","3468174","3476885","Os07g0164100","-","Knockdown","Dwarfism. Twisted flag leaf.","10.1016/j.bbrc.2009.07.162"
"Histone deacetylases 704","HDA704","Morphological trait","Dwarf","7","3468174","3476885","Os07g0164100","-","Knockdown","Dwarfism. Twisted flag leaf.","10.1016/j.bbrc.2009.07.162"
"basic leucine Zipper factor 1","RISBZ1","Physiological trait","Eating quality","7","4354384","4358865","Os07g0182000","-","Knockdown","Seed storage protein and starch content.","10.1111/j.1365-313X.2009.03925.x"
"nucleoside diphosphate kinase","NDP kinase","Morphological trait","Shoot seedling","7","18995153","18997639","Os07g0492000","-","Knockdown","Coleoptile elongation.","10.1104/pp.122.2.447"
"disease resistance-responsive gene8","OsDR8","Resistance or Tolerance","Bacterial blight resistance","7","21384739","21386227","Os07g0529600","-","Knockdown","Thiamine mediated resistance to Xanthomonas oryzae and Magnaporthe grisea.","10.1007/s11103-005-4770-x"
"disease resistance-responsive gene8","OsDR8","Resistance or Tolerance","Blast resistance","7","21384739","21386227","Os07g0529600","-","Knockdown","Thiamine mediated resistance to Xanthomonas oryzae and Magnaporthe grisea.","10.1007/s11103-005-4770-x"
"floral organ regulator 1","OsFOR1","Morphological trait","Panicle flower","7","23534415","23535863","Os07g0568700","-","Knockdown","Regulation of floral organ number.","10.1023/B:PLAN.0000006940.89955.f1"
"-","OsBZR1","Morphological trait","Culm leaf","7","24144128","24145465","Os07g0580500","-","Knockdown","Dwarfism. Leaf angle. Brassinosteroid sensitivity.","10.1073/pnas.0706386104"
"-","OsBZR1","Morphological trait","Dwarf","7","24144128","24145465","Os07g0580500","-","Knockdown","Dwarfism. Leaf angle. Brassinosteroid sensitivity.","10.1073/pnas.0706386104"
"Phosphoenolpyruvate carboxylase 4","Osppc4","Physiological trait","Source activity","1","5898541","5908570","Os01g0208700","-","Knockdown","Ammonium assimilation in leaves.","10.1073/pnas.0913127107"
"Pyruvate dehydrogenase kinase1","OsPDK1","Morphological trait","Dwarf","7","27141620","27145462","Os07g0637300","-","Knockdown","Dwarfism.","10.1093/pcp/pci241"
"BL-enhanced 2","OsBLE2","Morphological trait","Culm leaf","7","27857872","27861552","Os07g0650600","-","Knockdown","Dwarfism. Leaf angle. Brassinosteroid sensitivity.","10.1023/A:1025001304994"
"BL-enhanced 2","OsBLE2","Morphological trait","Dwarf","7","27857872","27861552","Os07g0650600","-","Knockdown","Dwarfism. Leaf angle. Brassinosteroid sensitivity.","10.1023/A:1025001304994"
"aldolase","aldolase","Morphological trait","Root","7","27857887","27860558","Os07g0650600","-","Knockdown","Root length.","10.1007/s11103-004-5920-2"
"-","rtGA2.1","Resistance or Tolerance","Bacterial blight resistance","7","29873647","29877404","Os07g0687700","-","Knockdown","Resistance to Xanthomonas oryzae pv. oryzae. Growth retardation.","10.1111/j.1365-313X.2005.02457.x"
"fatty acid desaturase8","OsFAD8","Resistance or Tolerance","Blast resistance","7","30191443","30194278","Os07g0693800","-","Knockdown","Resistance to Magnaporthe grisea.","10.1093/pcp/pcm107"
"Ascorbate peroxidase 2","OsApx2","Morphological trait","Dwarf","7","30243906","30246656","Os07g0694700","-","Knockdown","Aluminium tolerance. Dwarfism.","10.1016/j.phytochem.2010.01.003"
"Ascorbate peroxidase 2","OsApx2","Resistance or Tolerance","Other soil stress tolerance","7","30243906","30246656","Os07g0694700","-","Knockdown","Aluminium tolerance. Dwarfism.","10.1016/j.phytochem.2010.01.003"
"ascorbate peroxidase2","APx2","Resistance or Tolerance","Other stress resistance","7","30243906","30246656","Os07g0694700","-","Knockdown","Oxidative stress resistance.","10.1111/j.1365-3040.2011.02366.x"
"Differentially Expressed Gene10","OsDEG10","Resistance or Tolerance","Cold tolerance","8","2172394","2176074","Os08g0139000","-","Knockdown","High-light and cold tolerance.","10.1016/j.bbrc.2009.01.131"
"Differentially Expressed Gene10","OsDEG10","Resistance or Tolerance","Other stress resistance","8","2172394","2176074","Os08g0139000","-","Knockdown","High-light and cold tolerance.","10.1016/j.bbrc.2009.01.131"
"defense-responsive gene 10","OsDR10","Resistance or Tolerance","Bacterial blight resistance","8","3241806","3242433","Os08g0155900","-","Knockdown","&quot;Resistance to Xanthomonas oryzae pv. oryzae, Regulation of SA and JA level.&quot;","10.1371/journal.pone.0004603"
"-","OsBAK1","Morphological trait","Culm leaf","8","4343174","4349505","Os08g0174700","-","Knockdown","Internode elongation. Leaf angle. Brassinosteroid sensitivity.","10.1111/j.1467-7652.2009.00444.x"
"-","OsBAK1","Morphological trait","Dwarf","8","4343174","4349505","Os08g0174700","-","Knockdown","Internode elongation. Leaf angle. Brassinosteroid sensitivity.","10.1111/j.1467-7652.2009.00444.x"
"germin-like protein 8","OsGLP8","Resistance or Tolerance","Blast resistance","8","5221220","5222309","Os08g0189200","-","Knockdown","Resistance to Magnaporthe oryzae and Rhizoctonia solani.","10.1104/pp.108.128348"
"germin-like protein 8","OsGLP8","Resistance or Tolerance","Sheath blight resistance","8","5221220","5222309","Os08g0189200","-","Knockdown","Resistance to Magnaporthe oryzae and Rhizoctonia solani.","10.1104/pp.108.128348"
"Soluble starch synthase IIIa","SSIIIa","Physiological trait","Eating quality","8","5351108","5357776","Os08g0191433","-","Knockdown","Chalky kernel. Amylose content.","10.1139/g11-010"
"Rad21/Rec8-like protein 3","OsRAD21-3","Physiological trait","Sterility","8","10159237","10164703","Os08g0266700","-","Knockdown","Pollen development. Pollen meiosis.","10.1111/j.1365-313X.2007.03190.x"
"cation?chloride cotransporter","OsCCC1","Resistance or Tolerance","Salinity tolerance","8","14274176","14275558","Os08g0323700","-","Knockdown","Salinity tolerance. K and Cl transport.","10.1007/s11103-011-9744-6"
"respiratory burst oxidase homologsE","OsrbohE","Resistance or Tolerance","Other stress resistance","8","22307482","22307879","Os08g0453733","-","Knockdown","Reactive oxygen species production after treatment with flagellin in cultured cell.","10.5511/plantbiotechnology.22.127"
"herbivore-induced rice type 2 13-LOX","OsHI-LOX","Resistance or Tolerance","Insect resistance","8","25304465","25312083","Os08g0508800","-","Knockdown","Resistance to rice striped stem borer and rice brown planthopper.","10.1111/j.1365-313X.2009.03988.x"
"ascorbate peroxidase-related","OsAPx-R","Morphological trait","Dwarf","8","26059769","26062973","Os08g0522400","-","Knockdown","Dwarfism.","10.1111/j.1469-8137.2011.03659.x"
"OsMADS7","OsMADS7","Morphological trait","Panicle flower","8","26595185","26600266","Os08g0531700","-","Knockdown","Floral organ formation.","10.1111/j.1365-313X.2009.04101.x"
"-","Os8N3","Resistance or Tolerance","Bacterial blight resistance","8","26813957","26816799","Os08g0535200","-","Knockdown","Resistance to Xanthomonas oryzae pv. oryzae.","10.1073/pnas.0604088103"
"chitin elicitor receptor kinase1","OsCERK1","Resistance or Tolerance","Blast resistance","8","26997042","27001500","Os08g0538300","-","Knockdown","Chitin-induced defense response.","10.1111/j.1365-313X.2010.04324.x"
"SPINDLY","OsSPY","Morphological trait","Dwarf","8","28079564","28087295","Os08g0559300","-","Knockdown","Dwarfism. Leaf angle.","10.1111/j.1365-313X.2006.02875.x"
"phosphate transporter6","OsPT6","Resistance or Tolerance","Other soil stress tolerance","8","28332207","28334033","Os08g0564000","-","Knockdown","Phosphate uptake and translocation.","10.1111/j.1365-313X.2008.03726.x"
"OsMADS8","OsMADS8","Morphological trait","Panicle flower","9","20307095","20313478","Os09g0507200","-","Knockdown","Floral organ formation.","10.1111/j.1365-313X.2009.04101.x"
"salicylic acid glucosyltransferase1","OsSGT1","Resistance or Tolerance","Blast resistance","9","20875818","20877634","Os09g0518200","-","Knockdown","Probenazole dependent blast resistance.","10.1111/j.1365-313X.2008.03697.x"
"GEN-like","OsGEN-L","Physiological trait","Sterility","9","21132561","21136782","Os09g0521900","-","Knockdown","Early microspore development.","10.1093/pcp/pci090"
"FD","OsFD1","Physiological trait","Flowering","9","22123789","22125783","Os09g0540800","-","Knockdown","Flowering time.","10.1038/nature10272"
"UDP-Glucose Pyrophosphorylase1","Ugp1","Morphological trait","Dwarf","9","22748966","22754066","Os09g0553200","-","Knockdown","Pollen callose deposition. Dwarfism.","10.1105/tpc.106.044123"
"UDP-glucose pyrophosphorylase 1","Ugp1","Physiological trait","Sterility","9","22748966","22754066","Os09g0553200","-","Knockdown","Pollen callose deposition. Dwarfism.","10.1105/tpc.106.044123"
"red chlorophyll catabolite reductase 1","OsRCCR1","Others","Others","10","13242540","13244074","Os10g0389200","-","Knockdown","Lesion mimic. Leaf senescence.","10.1016/j.jplph.2011.05.026"
"red chlorophyll catabolite reductase 1","OsRCCR1","Physiological trait","Source activity","10","13242540","13244074","Os10g0389200","-","Knockdown","Lesion mimic. Leaf senescence.","10.1016/j.jplph.2011.05.026"
"EREBP1-like gene","EBL1","Morphological trait","Dwarf","10","13348115","13349483","Os10g0390800","-","Knockdown","Internode elongation.","10.1007/s10529-010-0405-7"
"Dicer-Like 3b","OsDCL3b","Others","Others","10","18817685","18829950","Os10g0485600","-","Knockdown","Processing of 24-nucleotide phased small RNA.","10.1111/j.1365-313X.2011.04805.x"
"Phospholipase D beta1","OsPLDbeta1","Resistance or Tolerance","Blast resistance","10","20832313","20841378","Os10g0524400","-","Knockdown","Resistance to Pyricularia grisea and Xanthonomas oryzae pv oryzae.","10.1104/pp.108.131979"
"Phospholipase D β1","PLDβ1","Physiological trait","Germination dormancy","10","20832313","20841378","Os10g0524400","-","Knockdown","Sensitivity to ABA during germination stage.","10.1038/cr.2007.77"
"seed-specific protein kinase","SPK","Physiological trait","Eating quality","10","21482735","21487504","Os10g0539600","-","Knockdown","Seed starch content.","10.1093/pcp/pch122"
"seed-specific protein kinase","SPK","Physiological trait","Eating quality","10","21482735","21487504","Os10g0539600","-","Knockdown","Seed storage products.","10.1105/tpc.010454"
"mitogen-activated protein kinase5","OsMPK5","Resistance or Tolerance","Other disease resistance","11","29513029","29516042","Os11g0684000","-","Knockdown","Resistance to brown spot pathogen Cochliobolus miyabeanus.","10.1104/pp.109.152702"
"Rubisco Activase","rca","Physiological trait","Source activity","11","30741424","30744633","Os11g0707000","-","Knockdown","Rubisco activity.","10.1093/aob/mcl025"
"-","OsDMC1","Physiological trait","Sterility","12","2153104","2157330","Os12g0143800","-","Knockdown","Pollen sterility. Homologous pairing.","10.1007/s11103-007-9195-2"
"thioredoxin m","Ostrxm","Physiological trait","Source activity","12","4460763","4461870","Os12g0188700","-","Knockdown","Chloroplast development. Growth retardation","10.1104/pp.108.123547"
"Rubisco","rbcS","Physiological trait","Source activity","12","10079473","10080719","Os12g0274700","-","Knockdown","Rubisco content. Photosynthetic capacity.","10.1104/pp.114.2.483"
"Rubisco small subunit2","OsRBCS2","Physiological trait","Source activity","12","10079473","10080719","Os12g0274700","-","Knockdown","Rubisco content.","10.1111/j.1365-3040.2011.02434.x"
"Rubisco small subunit3","OsRBCS3","Physiological trait","Source activity","12","11261640","11262813","Os12g0291100","-","Knockdown","Rubisco content.","10.1111/j.1365-3040.2011.02434.x"
"Rubisco small subunit5","OsRBCS5","Physiological trait","Source activity","12","11276305","11277372","Os12g0291400","-","Knockdown","Rubisco content.","10.1111/j.1365-3040.2011.02434.x"
"Rubisco small subunit4","OsRBCS4","Physiological trait","Source activity","12","11319427","11321566","Os12g0292400","-","Knockdown","Rubisco content.","10.1111/j.1365-3040.2011.02434.x"
"tapetum determinant like 1A","OsTDL1A","Physiological trait","Sterility","12","17133143","17135595","Os12g0472500","-","Knockdown","Control of sporocyte number in ovule.","10.1111/j.1365-313X.2008.03426.x"
"-","OsSpo11-4","Physiological trait","Sterility","12","26804448","26807436","Os12g0622500","-","Knockdown","Male meiosis.","10.1371/journal.pone.0020327"
"delay of the onset of senescence","OsDOS","Physiological trait","Source activity","1","4948133","4950123","Os01g0192000","-","Knockdown Overexpression","Leaf senescence. JA sensitivity.","10.1104/pp.106.082941"
"NONEXPRESSOR OF PATHOGENESIS-RELATED GENES1","OsNPR1","Resistance or Tolerance","Blast resistance","1","5059605","5064209","Os01g0194300","-","Knockdown Overexpression","Benzothiadiazole (BTH)-induced blast resistance.","10.1007/s11103-010-9695-3"
"OsRac1","OsRac1","Resistance or Tolerance","Bacterial blight resistance","1","7163722","7166399","Os01g0229400","-","Knockdown Overexpression","Bacterial blight and blast resistance. Production of reactive oxygen intermediates.","10.1073/pnas.98.2.759"
"OsRac1","OsRac1","Resistance or Tolerance","Blast resistance","1","7163722","7166399","Os01g0229400","-","Knockdown Overexpression","Bacterial blight and blast resistance. Production of reactive oxygen intermediates.","10.1073/pnas.98.2.759"
"rice Dof daily fluctuations 1","Rdd1","Physiological trait","Flowering","1","8948317","8950068","Os01g0264000","-","Knockdown Overexpression","Grain length and width. 1000-grain weight. Flowering time.","10.1111/j.1365-3040.2009.01954.x"
